filename,xmin,ymin,xmax,ymax,xloc,yloc,zloc
001297.txt,645,177,681,205,3,1,43
001298.txt,640,176,666,192,4,1,67
001299.txt,969,177,1241,374,5,1,5
001299.txt,489,174,531,203,-5,1,38
001300.txt,342,137,407,331,-2,1,7
001301.txt,590,174,637,218,0,1,27
001301.txt,816,177,1069,306,4,1,9
001301.txt,459,180,501,206,-7,1,41
001301.txt,0,198,259,332,-6,1,9
001301.txt,698,170,831,227,4,1,20
001301.txt,665,173,765,213,4,1,27
001301.txt,643,166,716,200,4,1,42
001301.txt,419,175,461,201,-11,1,48
001301.txt,496,176,520,190,-10,1,77
001301.txt,397,177,424,197,-15,1,55
001302.txt,584,145,634,206,0,2,47
001302.txt,344,191,389,214,-17,2,51
001303.txt,341,180,483,236,-5,1,21
001303.txt,566,173,697,216,0,1,27
001303.txt,686,165,866,233,4,1,18
001304.txt,645,160,691,191,5,1,73
001304.txt,71,198,187,247,-16,2,24
001304.txt,350,166,398,208,-16,2,51
001304.txt,416,185,451,206,-12,2,52
001305.txt,597,178,629,209,0,2,41
001305.txt,662,166,717,197,7,2,73
001305.txt,173,195,276,244,-13,2,25
001305.txt,384,186,427,212,-13,2,46
001305.txt,334,190,378,214,-16,2,46
001305.txt,427,173,456,202,-17,2,73
001306.txt,0,196,79,311,-8,1,8
001306.txt,0,185,285,375,-4,1,5
001306.txt,366,184,467,247,-4,1,17
001306.txt,278,180,382,235,-8,1,22
001306.txt,450,178,516,221,-4,1,26
001306.txt,479,131,554,207,-4,0,38
001306.txt,542,151,572,192,-5,0,75
001306.txt,0,185,137,265,-12,1,15
001306.txt,129,181,250,233,-12,1,22
001306.txt,372,170,424,204,-12,1,41
001306.txt,671,181,693,195,7,1,76
001307.txt,989,147,1035,298,4,1,8
001307.txt,610,164,655,201,1,0,31
001307.txt,801,154,828,228,4,1,16
001307.txt,681,132,747,205,4,0,28
001308.txt,0,201,304,369,-3,1,3
001308.txt,991,147,1029,217,10,0,18
001308.txt,526,168,622,207,-1,1,28
001308.txt,110,171,206,264,-9,1,15
001309.txt,317,184,473,287,-3,1,11
001309.txt,544,172,600,223,0,1,23
001309.txt,525,170,568,207,-2,1,32
001309.txt,476,175,510,198,-6,1,44
001309.txt,591,171,621,201,0,0,36
001310.txt,0,199,266,374,-4,1,6
001310.txt,900,112,1070,364,3,1,6
001311.txt,592,178,617,201,0,1,49
001311.txt,259,193,474,337,-2,1,9
001311.txt,762,171,994,362,2,1,7
001311.txt,676,180,771,250,2,1,17
001311.txt,644,178,685,214,2,1,32
001311.txt,663,177,729,232,2,1,22
001311.txt,329,189,415,220,-12,2,37
001311.txt,215,190,311,222,-17,2,37
001311.txt,632,178,659,200,2,1,51
001311.txt,886,151,930,288,4,1,9
001313.txt,628,182,712,242,1,1,19
001313.txt,748,161,1078,365,2,1,7
001314.txt,890,170,966,346,2,1,6
001315.txt,745,184,778,212,8,2,39
001316.txt,596,175,664,240,0,1,19
001316.txt,705,143,737,187,10,1,68
001317.txt,869,169,1007,218,9,1,21
001317.txt,713,102,941,196,10,1,34
001317.txt,1219,159,1241,239,13,1,12
001317.txt,1018,158,1216,215,14,1,21
001317.txt,214,193,291,234,-14,2,29
001317.txt,30,187,237,261,-13,2,20
001318.txt,220,180,347,249,-8,1,19
001318.txt,282,170,363,224,-12,2,31
001318.txt,459,168,495,202,-9,2,53
001319.txt,29,90,403,327,-4,1,10
001319.txt,686,163,714,235,2,1,19
001319.txt,1116,183,1241,320,5,1,7
001319.txt,1033,185,1173,293,5,1,8
001319.txt,429,174,460,253,-3,1,14
001319.txt,118,181,272,230,-12,1,22
001320.txt,508,180,553,217,-3,1,32
001320.txt,254,177,308,209,-20,2,45
001320.txt,553,161,582,198,-3,2,68
001320.txt,588,178,627,217,0,1,32
001321.txt,205,191,470,343,-3,1,9
001322.txt,570,184,642,253,0,1,18
001322.txt,217,167,406,276,-6,1,16
001322.txt,414,189,456,211,-11,2,46
001322.txt,475,187,498,202,-11,2,68
001322.txt,629,180,666,196,3,2,70
001322.txt,1078,164,1118,260,8,1,12
001322.txt,1065,175,1093,252,9,1,14
001322.txt,1134,168,1149,219,18,1,25
001323.txt,1078,136,1156,316,5,1,7
001324.txt,406,176,482,246,-4,1,19
001324.txt,436,177,481,211,-7,1,33
001325.txt,452,179,522,234,-3,1,23
001325.txt,427,181,444,208,-10,2,44
001326.txt,586,177,645,233,0,1,22
001326.txt,673,180,715,215,3,1,32
001326.txt,865,159,890,189,19,1,53
001326.txt,930,172,995,199,19,1,40
001326.txt,979,162,1056,202,19,1,34
001326.txt,1047,144,1108,204,19,1,30
001327.txt,355,194,503,296,-3,1,12
001327.txt,556,167,581,193,-3,1,58
001328.txt,619,148,654,185,2,1,77
001328.txt,1191,129,1241,235,10,1,12
001328.txt,879,147,914,197,11,0,28
001328.txt,116,189,209,221,-21,2,34
001329.txt,581,178,608,204,-1,2,47
001329.txt,232,149,409,214,-20,2,57
001330.txt,729,165,753,225,3,1,20
001330.txt,500,176,581,204,-3,1,40
001330.txt,618,173,701,199,3,1,44
001330.txt,345,154,452,206,-15,2,51
001330.txt,99,179,215,217,-20,1,32
001331.txt,590,162,617,192,0,1,76
001331.txt,917,175,989,201,19,1,41
001332.txt,556,170,582,190,-2,0,54
001332.txt,559,166,596,196,-1,0,42
001332.txt,379,176,503,223,-5,1,24
001332.txt,27,179,232,241,-12,1,19
001332.txt,328,171,397,204,-12,1,38
001333.txt,892,185,957,292,4,1,10
001333.txt,240,189,473,353,-2,1,8
001333.txt,734,175,984,351,2,1,8
001333.txt,697,184,821,272,2,1,13
001333.txt,671,168,766,245,2,1,18
001333.txt,523,173,568,210,-2,1,32
001333.txt,651,163,703,210,2,1,32
001334.txt,963,142,1051,270,5,1,10
001334.txt,1021,156,1055,250,7,1,13
001334.txt,1057,154,1094,249,8,1,13
001334.txt,1030,193,1080,247,8,1,13
001335.txt,498,182,553,216,-3,1,31
001335.txt,407,184,499,215,-8,2,38
001336.txt,0,196,230,374,-5,1,6
001336.txt,396,170,457,271,-3,1,14
001336.txt,444,174,491,265,-2,1,14
001336.txt,508,174,531,221,-3,1,28
001336.txt,493,181,540,208,-5,1,41
001336.txt,639,175,672,202,2,1,43
001336.txt,908,163,1241,374,2,1,2
001337.txt,3,182,409,374,-3,1,6
001337.txt,766,193,1118,374,2,1,6
001337.txt,677,185,774,254,2,1,17
001337.txt,426,181,514,245,-3,1,18
001337.txt,662,182,725,229,2,1,23
001337.txt,651,181,704,220,2,1,28
001338.txt,400,185,475,250,-4,1,18
001338.txt,457,178,480,205,-8,2,44
001339.txt,851,189,909,231,10,2,27
001340.txt,281,178,312,257,-6,1,14
001340.txt,179,168,208,238,-11,1,19
001340.txt,931,195,1024,292,5,1,10
001341.txt,593,176,652,229,0,1,23
001342.txt,84,197,182,227,-25,2,39
001343.txt,551,174,574,196,-3,1,58
001344.txt,999,112,1174,247,10,1,16
001344.txt,26,221,70,258,-25,3,32
001344.txt,0,221,55,299,-13,2,16
001344.txt,839,152,889,175,12,0,35
001344.txt,845,126,883,171,14,0,41
001345.txt,0,54,372,297,-9,1,16
001345.txt,897,156,960,253,6,1,13
001345.txt,399,181,434,200,-15,2,58
001346.txt,214,191,308,249,-10,2,21
001346.txt,357,150,437,217,-11,2,40
001346.txt,488,172,512,199,-11,2,76
001346.txt,560,180,578,194,-3,2,68
001347.txt,500,163,549,197,-4,0,36
001347.txt,423,169,461,196,-9,0,39
001348.txt,416,145,507,352,-1,1,6
001349.txt,592,176,637,219,0,1,28
001349.txt,1066,186,1241,374,4,1,4
001349.txt,854,161,1168,363,4,1,7
001349.txt,798,177,1002,290,4,1,11
001349.txt,738,177,918,256,4,1,15
001349.txt,336,188,429,243,-6,1,20
001349.txt,658,175,741,209,4,1,32
001349.txt,640,167,705,198,4,1,47
001349.txt,438,176,475,200,-11,1,52
001349.txt,459,178,490,198,-11,2,59
001350.txt,583,169,605,187,-1,1,54
001350.txt,557,168,577,184,-3,1,65
001351.txt,287,172,331,195,-21,1,51
001351.txt,324,170,362,192,-21,1,59
001351.txt,0,164,46,208,-27,1,32
001351.txt,355,172,383,190,-22,1,66
001351.txt,582,170,637,225,0,1,23
001351.txt,721,176,730,196,9,1,58
001352.txt,590,159,638,202,0,2,55
001352.txt,403,182,445,208,-13,2,53
001353.txt,597,174,620,191,0,1,62
001354.txt,1009,97,1223,369,2,1,2
001354.txt,627,143,665,248,0,1,11
001354.txt,543,130,572,220,-1,0,15
001354.txt,575,142,604,220,0,0,15
001354.txt,436,145,476,191,-5,0,27
001355.txt,0,143,257,373,-2,1,2
001355.txt,633,164,667,258,0,1,13
001355.txt,444,170,472,235,-4,1,20
001355.txt,427,171,449,232,-4,1,20
001355.txt,174,230,314,373,-2,1,5
001355.txt,726,164,749,222,4,1,21
001355.txt,615,165,637,227,0,1,22
001355.txt,678,165,706,256,1,1,13
001355.txt,710,161,737,235,3,1,18
001355.txt,746,157,766,222,4,1,21
001355.txt,535,174,574,204,-2,1,39
001355.txt,211,171,256,273,-6,1,13
001355.txt,695,170,718,245,2,1,16
001356.txt,598,161,629,191,0,1,76
001356.txt,389,183,419,201,-17,2,60
001356.txt,323,183,364,204,-22,2,61
001356.txt,0,178,107,247,-19,2,24
001357.txt,244,166,270,203,-18,1,36
001357.txt,495,160,534,276,-1,1,11
001357.txt,450,149,492,282,-2,1,10
001357.txt,575,152,624,286,0,1,10
001357.txt,1133,152,1192,198,22,0,28
001358.txt,175,166,237,303,-5,1,9
001358.txt,655,163,692,253,1,1,15
001358.txt,914,168,1223,301,5,1,7
001358.txt,704,158,723,221,3,1,20
001358.txt,712,168,841,208,6,1,26
001359.txt,590,181,622,213,0,2,39
001359.txt,450,171,479,193,-26,3,133
001360.txt,0,58,406,374,-4,1,8
001360.txt,377,178,517,245,-3,1,17
001360.txt,509,162,535,235,-2,1,18
001360.txt,537,167,553,224,-2,1,22
001360.txt,544,165,562,224,-1,1,23
001360.txt,809,160,861,205,8,1,28
001360.txt,1100,160,1233,200,21,1,27
001361.txt,537,172,580,205,-1,1,34
001361.txt,612,168,640,193,1,0,45
001361.txt,504,171,540,197,-4,0,41
001361.txt,586,167,608,187,0,0,56
001363.txt,557,184,609,226,0,1,23
001363.txt,501,179,545,211,-4,1,33
001363.txt,13,183,168,252,-13,1,19
001363.txt,274,184,327,214,-15,2,36
001363.txt,566,161,593,196,-2,1,49
001364.txt,879,177,915,207,14,1,36
001365.txt,357,176,553,312,-2,1,10
001365.txt,883,180,1136,373,3,1,7
001365.txt,147,189,369,306,-5,1,11
001365.txt,894,174,1081,280,6,1,12
001366.txt,1093,183,1223,234,19,1,24
001366.txt,1032,183,1156,232,16,1,23
001366.txt,952,181,1068,234,13,1,24
001366.txt,602,172,636,203,0,1,36
001366.txt,846,153,1022,311,3,1,8
001366.txt,1153,150,1223,336,6,1,7
001366.txt,186,163,300,303,-4,1,9
001366.txt,161,151,186,221,-12,1,19
001366.txt,127,147,157,218,-12,1,19
001366.txt,1020,149,1136,369,4,1,6
001366.txt,1151,136,1223,367,5,1,6
001367.txt,0,150,262,374,-4,1,5
001367.txt,322,170,497,287,-3,1,11
001367.txt,843,172,1241,374,3,1,6
001367.txt,775,181,935,299,3,1,11
001367.txt,597,174,693,228,1,1,22
001367.txt,1011,139,1121,199,16,0,26
001367.txt,932,146,1027,199,14,0,27
001367.txt,671,169,721,200,4,1,36
001367.txt,796,136,844,177,19,0,67
001368.txt,562,180,620,227,0,1,22
001368.txt,180,192,458,374,-2,1,7
001368.txt,358,191,500,290,-2,1,12
001368.txt,221,189,380,269,-6,1,14
001368.txt,362,182,464,226,-6,1,25
001368.txt,460,175,526,201,-7,1,46
001368.txt,899,229,1241,374,2,1,2
001368.txt,747,180,976,344,2,1,8
001368.txt,640,179,694,219,2,1,26
001368.txt,716,168,729,209,4,1,31
001368.txt,127,183,238,224,-15,1,26
001368.txt,577,176,613,209,0,1,35
001368.txt,0,188,40,246,-15,1,16
001369.txt,0,198,136,312,-9,1,10
001369.txt,151,176,306,262,-8,1,17
001369.txt,275,188,375,241,-8,1,22
001369.txt,335,178,422,229,-8,1,26
001369.txt,425,182,478,214,-7,2,36
001369.txt,455,181,499,208,-7,2,41
001370.txt,585,181,657,240,0,1,18
001370.txt,0,167,151,258,-11,1,14
001370.txt,730,140,884,276,3,1,13
001370.txt,270,145,333,341,-3,1,7
001370.txt,171,158,294,222,-11,1,21
001370.txt,313,168,470,249,-4,1,15
001370.txt,350,176,493,235,-4,1,18
001370.txt,464,174,547,213,-4,1,29
001370.txt,507,174,569,199,-4,1,42
001370.txt,689,179,756,223,3,1,24
001370.txt,674,171,726,212,3,1,31
001370.txt,660,176,674,211,2,1,32
001370.txt,588,176,629,214,0,1,31
001370.txt,262,170,341,204,-14,1,34
001371.txt,598,181,622,203,0,2,52
001371.txt,761,166,1070,374,2,1,7
001371.txt,678,187,756,247,2,1,19
001371.txt,667,182,731,231,2,1,24
001371.txt,656,180,696,213,3,1,34
001371.txt,646,179,683,211,2,2,39
001371.txt,694,171,704,205,4,1,39
001372.txt,91,191,369,323,-5,1,11
001372.txt,328,171,426,310,-3,1,10
001372.txt,459,181,528,219,-4,1,29
001372.txt,660,174,707,212,3,1,31
001372.txt,628,169,659,188,3,1,70
001373.txt,569,176,620,225,0,1,25
001373.txt,795,167,830,187,18,1,66
001373.txt,829,162,880,189,18,1,55
001374.txt,198,154,277,306,-4,1,8
001375.txt,543,175,582,202,-2,1,40
001376.txt,956,115,1241,374,2,1,1
001376.txt,310,231,458,325,-3,1,10
001376.txt,396,195,513,280,-3,1,15
001376.txt,524,186,559,215,-3,2,36
001376.txt,631,181,664,209,2,2,41
001377.txt,182,159,461,353,-3,1,8
001377.txt,638,178,681,212,2,1,33
001377.txt,552,170,583,197,-3,1,51
001378.txt,308,172,339,270,-5,1,13
001378.txt,314,166,469,241,-5,1,19
001378.txt,692,130,984,206,9,1,31
001378.txt,560,178,588,197,-2,1,56
001378.txt,513,178,546,198,-6,1,57
001378.txt,578,176,601,194,-1,1,62
001378.txt,535,179,563,196,-5,2,63
001379.txt,587,184,622,216,0,2,35
001380.txt,253,183,416,286,-5,1,13
001380.txt,502,170,528,222,-3,1,26
001380.txt,525,171,546,220,-2,1,26
001380.txt,539,172,553,204,-3,1,41
001380.txt,637,173,665,196,2,1,50
001380.txt,717,169,912,309,2,1,10
001381.txt,333,176,474,269,-3,1,13
001381.txt,655,187,689,226,2,2,32
001382.txt,1006,195,1209,354,5,1,8
001382.txt,1001,188,1055,228,16,2,28
001383.txt,593,178,659,240,0,1,19
001383.txt,788,174,961,277,4,1,12
001383.txt,706,176,837,235,4,1,19
001383.txt,263,182,403,258,-6,1,17
001383.txt,0,196,137,294,-10,1,12
001383.txt,114,178,266,258,-10,1,18
001383.txt,471,179,531,212,-5,1,34
001383.txt,580,171,609,194,-1,1,59
001383.txt,315,180,405,223,-9,1,28
001383.txt,443,181,503,207,-7,1,41
001383.txt,658,174,683,191,5,1,62
001383.txt,188,183,297,225,-14,1,27
001384.txt,0,111,149,287,-10,1,10
001384.txt,985,139,1058,315,4,1,7
001385.txt,537,181,569,204,-3,1,46
001386.txt,1089,164,1241,280,10,1,11
001386.txt,145,177,341,256,-7,1,15
001387.txt,588,154,630,195,0,1,57
001387.txt,300,182,372,213,-13,1,37
001387.txt,454,175,484,195,-13,2,71
001388.txt,694,175,809,258,2,1,15
001388.txt,1067,151,1241,291,8,1,8
001388.txt,283,215,384,265,-6,1,16
001388.txt,339,182,441,247,-6,1,20
001388.txt,0,207,262,359,-6,1,9
001388.txt,848,149,1056,220,8,1,17
001388.txt,444,180,500,218,-5,1,31
001389.txt,0,209,189,319,-8,1,10
001389.txt,0,198,222,299,-8,2,12
001389.txt,567,175,660,216,0,1,29
001389.txt,612,179,775,240,2,1,18
001389.txt,104,187,290,260,-10,2,18
001389.txt,155,195,324,251,-10,2,20
001389.txt,247,185,363,226,-12,2,28
001390.txt,632,175,657,195,2,1,53
001390.txt,683,174,717,196,6,1,50
001390.txt,767,158,861,224,6,1,24
001390.txt,800,174,866,201,12,1,41
001391.txt,1079,203,1241,374,6,1,6
001391.txt,852,188,1212,296,6,1,11
001391.txt,124,184,393,276,-6,1,13
001391.txt,640,185,671,208,2,2,45
001391.txt,456,182,540,213,-5,2,38
001391.txt,704,185,804,223,6,2,30
001391.txt,335,185,486,241,-5,1,20
001391.txt,231,184,446,260,-5,1,15
001391.txt,770,183,910,241,6,1,20
001391.txt,795,188,954,248,6,1,18
001392.txt,188,184,393,301,-4,1,10
001392.txt,305,168,450,267,-4,1,15
001392.txt,415,182,485,230,-5,1,23
001392.txt,450,175,502,214,-6,1,32
001393.txt,670,172,696,195,5,1,49
001393.txt,55,186,449,374,-2,1,6
001393.txt,866,77,1241,374,3,1,4
001393.txt,765,143,918,303,3,1,10
001393.txt,734,163,813,236,4,1,20
001393.txt,721,172,769,215,5,1,30
001394.txt,851,154,929,316,3,1,7
001395.txt,533,176,575,206,-2,1,37
001396.txt,597,180,653,226,0,1,23
001396.txt,800,170,812,212,8,1,30
001396.txt,419,178,458,201,-12,1,51
001396.txt,729,173,765,202,8,1,42
001396.txt,635,169,664,202,2,1,50
001396.txt,543,171,553,202,-3,1,43
001396.txt,582,175,621,211,0,1,32
001397.txt,638,154,717,321,0,1,7
001398.txt,970,25,1241,374,5,1,4
001398.txt,392,187,447,221,-9,2,36
001398.txt,447,183,479,207,-10,2,49
001398.txt,477,162,515,201,-10,2,67
001398.txt,598,180,616,194,0,1,67
001399.txt,542,179,571,201,-3,1,50
001400.txt,324,180,400,217,-10,1,31
001401.txt,711,178,729,192,11,2,77
001402.txt,564,172,617,224,0,1,24
001402.txt,524,169,542,183,-7,1,74
001403.txt,652,179,699,216,2,1,29
001403.txt,715,178,839,259,3,1,15
001403.txt,1155,167,1241,374,3,1,1
001403.txt,705,175,747,201,6,1,42
001403.txt,796,75,1040,252,7,1,18
001403.txt,986,179,1083,214,19,1,32
001404.txt,0,185,106,374,-3,1,3
001404.txt,319,167,397,307,-3,1,10
001404.txt,755,168,1000,337,2,1,8
001404.txt,694,159,825,268,2,1,13
001404.txt,671,158,760,237,2,1,19
001404.txt,639,160,651,196,1,1,38
001404.txt,645,163,656,197,2,1,39
001404.txt,530,166,558,194,-4,1,50
001404.txt,595,166,604,189,0,1,55
001404.txt,104,191,355,328,-5,1,10
001404.txt,284,183,428,270,-5,1,15
001405.txt,823,164,857,242,5,1,16
001405.txt,863,169,890,244,6,1,16
001405.txt,123,167,149,234,-13,1,21
001406.txt,598,147,691,308,0,1,8
001407.txt,421,161,437,200,-8,1,34
001407.txt,380,153,439,198,-10,1,37
001407.txt,421,163,479,196,-8,1,40
001407.txt,472,163,540,191,-6,1,41
001407.txt,627,153,693,189,3,1,45
001407.txt,661,161,711,185,4,0,47
001407.txt,702,159,755,184,8,0,49
001407.txt,768,164,811,185,13,0,54
001407.txt,789,165,838,185,15,0,55
001407.txt,811,163,868,183,17,0,56
001407.txt,853,153,914,181,22,0,59
001407.txt,879,160,933,179,24,0,60
001407.txt,904,162,951,179,27,0,62
001408.txt,527,181,563,208,-3,1,41
001409.txt,1213,112,1241,323,6,1,6
001409.txt,1178,125,1241,320,6,1,7
001409.txt,387,173,470,243,-5,1,21
001409.txt,662,170,679,213,2,1,30
001410.txt,0,229,82,374,-5,2,4
001410.txt,28,205,309,341,-5,1,10
001410.txt,248,197,390,280,-5,1,15
001410.txt,351,194,447,250,-6,2,21
001410.txt,897,143,1106,218,9,1,16
001410.txt,877,143,1011,210,8,0,19
001410.txt,831,149,967,208,8,1,21
001410.txt,1213,125,1241,173,23,0,24
001410.txt,426,188,493,228,-5,2,28
001410.txt,665,173,717,217,3,1,28
001411.txt,647,171,715,237,1,1,18
001411.txt,0,211,344,374,-3,1,5
001411.txt,434,181,527,240,-3,1,20
001412.txt,0,214,261,374,-3,1,3
001412.txt,971,207,1241,374,2,1,2
001412.txt,742,189,1062,371,2,1,8
001412.txt,155,199,441,356,-3,1,9
001412.txt,357,189,474,274,-3,1,14
001412.txt,428,188,515,248,-3,1,19
001412.txt,707,181,843,268,3,1,14
001412.txt,895,158,1024,216,12,1,26
001412.txt,641,178,681,206,2,1,41
001412.txt,518,177,535,196,-7,2,62
001413.txt,669,183,701,209,4,2,46
001413.txt,312,194,432,260,-6,2,19
001413.txt,393,180,483,242,-5,2,24
001413.txt,698,180,753,224,4,1,28
001413.txt,704,169,744,217,5,1,32
001414.txt,0,198,380,374,-3,1,5
001414.txt,525,178,562,210,-3,1,37
001414.txt,278,176,327,206,-20,2,48
001414.txt,589,178,629,218,0,1,31
001415.txt,848,183,1241,374,3,1,5
001415.txt,0,176,362,374,-3,1,5
001415.txt,715,152,931,290,3,1,11
001415.txt,270,176,442,312,-3,1,10
001415.txt,377,189,482,255,-4,1,17
001415.txt,482,175,524,213,-5,2,37
001416.txt,0,191,212,312,-7,1,10
001416.txt,35,171,300,279,-7,1,13
001416.txt,554,185,618,234,-1,2,27
001416.txt,354,179,427,211,-13,2,45
001416.txt,500,187,525,204,-8,2,63
001417.txt,0,198,432,374,-2,1,5
001417.txt,885,167,1241,374,3,1,5
001417.txt,412,169,515,257,-3,1,15
001417.txt,448,174,546,232,-3,1,20
001417.txt,750,155,818,178,12,0,52
001417.txt,867,178,1026,323,4,1,9
001417.txt,762,156,911,211,7,1,24
001417.txt,1174,164,1241,231,15,1,17
001417.txt,1036,163,1155,203,18,1,27
001418.txt,188,187,395,337,-4,1,9
001418.txt,586,172,673,204,1,1,41
001418.txt,711,163,739,182,11,0,70
001419.txt,764,163,842,373,1,1,5
001419.txt,838,152,934,373,2,1,5
001419.txt,201,167,286,373,-3,1,6
001419.txt,771,171,827,258,4,1,15
001419.txt,1151,149,1236,241,11,1,14
001419.txt,909,165,933,235,7,1,18
001419.txt,1054,162,1120,329,4,1,7
001419.txt,527,169,583,219,-2,1,32
001419.txt,601,172,630,203,1,1,52
001420.txt,542,174,575,192,-4,1,60
001420.txt,717,173,738,191,9,1,57
001421.txt,623,144,678,304,0,1,8
001422.txt,868,143,947,240,5,1,13
001422.txt,944,145,964,207,10,0,20
001422.txt,480,148,548,328,-1,1,7
001422.txt,372,141,455,312,-2,1,8
001422.txt,435,132,505,322,-1,1,7
001422.txt,810,150,849,230,5,1,15
001422.txt,1071,140,1107,235,9,1,13
001422.txt,1095,132,1148,242,9,1,12
001422.txt,1089,147,1118,238,9,1,13
001422.txt,598,156,617,177,0,0,73
001423.txt,226,158,313,324,-3,1,7
001424.txt,698,175,707,203,5,1,46
001424.txt,35,176,167,226,-21,2,30
001424.txt,165,182,214,214,-20,2,36
001424.txt,165,186,263,232,-13,1,25
001424.txt,109,188,225,231,-16,2,27
001424.txt,336,179,391,209,-13,1,41
001424.txt,301,179,357,208,-16,2,43
001424.txt,434,178,466,197,-14,2,63
001425.txt,98,171,340,266,-8,1,15
001425.txt,397,177,483,211,-7,1,34
001425.txt,918,154,970,226,8,1,19
001425.txt,853,163,884,215,8,1,23
001425.txt,827,164,853,206,9,1,28
001426.txt,587,187,640,231,0,1,24
001426.txt,0,201,182,374,-4,1,5
001426.txt,77,186,342,356,-4,1,8
001426.txt,304,188,461,263,-5,1,15
001426.txt,357,142,525,242,-4,1,18
001426.txt,416,187,530,230,-4,1,25
001426.txt,641,169,677,204,3,2,53
001426.txt,594,182,627,212,0,2,38
001426.txt,441,175,552,225,-4,1,28
001426.txt,0,178,42,249,-14,1,14
001426.txt,101,185,293,269,-8,1,15
001426.txt,261,181,364,239,-8,1,21
001426.txt,149,172,168,228,-14,1,23
001426.txt,240,180,253,215,-15,1,31
001426.txt,320,157,405,212,-14,2,43
001427.txt,302,175,357,200,-16,1,41
001428.txt,187,165,210,202,-20,1,36
001428.txt,441,161,486,279,-2,1,10
001428.txt,389,147,436,282,-2,1,10
001428.txt,536,154,582,295,0,1,9
001428.txt,1216,160,1223,258,11,1,12
001428.txt,859,160,874,201,12,1,33
001428.txt,879,160,891,197,12,0,32
001428.txt,1093,157,1149,203,21,0,29
001429.txt,572,178,629,224,0,1,23
001429.txt,255,182,429,267,-5,1,13
001429.txt,367,175,499,234,-4,1,19
001429.txt,465,173,548,208,-5,1,35
001429.txt,872,190,1241,374,3,1,5
001429.txt,686,179,758,228,3,1,23
001429.txt,216,182,330,235,-9,1,19
001429.txt,593,173,631,208,0,1,33
001429.txt,117,177,232,219,-14,1,24
001430.txt,608,187,662,222,1,2,32
001430.txt,558,167,626,201,-2,3,80
001431.txt,1069,143,1156,318,5,1,7
001432.txt,1034,180,1241,374,3,1,3
001432.txt,650,187,702,227,2,2,28
001433.txt,414,160,470,212,-5,0,22
001433.txt,905,154,935,222,9,1,19
001433.txt,1152,154,1223,225,18,1,19
001433.txt,441,165,483,198,-6,0,31
001433.txt,465,166,505,182,-11,0,68
001434.txt,683,191,949,345,2,1,8
001434.txt,551,189,838,316,1,1,10
001434.txt,266,182,447,260,-6,2,19
001435.txt,664,178,715,228,2,1,25
001435.txt,0,186,146,329,-7,1,7
001435.txt,376,182,480,233,-5,1,22
001435.txt,485,181,543,217,-4,1,31
001435.txt,527,180,568,209,-3,1,40
001435.txt,557,179,588,203,-2,2,49
001436.txt,568,176,619,224,0,1,25
001436.txt,848,160,905,190,18,1,50
001436.txt,905,146,997,192,18,1,40
001437.txt,569,176,599,197,-1,1,49
001438.txt,0,192,243,374,-5,1,8
001438.txt,854,187,1241,374,3,1,4
001438.txt,462,180,516,212,-5,1,33
001438.txt,676,169,694,209,3,1,30
001438.txt,539,175,603,197,-2,1,50
001438.txt,339,181,418,208,-12,1,40
001438.txt,644,172,712,193,5,1,54
001438.txt,526,153,611,197,-3,2,61
001439.txt,597,174,641,217,0,1,30
001439.txt,864,159,937,262,5,1,13
001439.txt,495,144,562,214,-4,2,45
001439.txt,452,183,479,199,-13,2,69
001440.txt,369,177,464,213,-8,1,31
001441.txt,360,154,435,328,-2,1,7
001442.txt,342,188,413,229,-9,2,30
001442.txt,419,183,457,211,-10,2,43
001442.txt,457,160,501,203,-11,2,61
001442.txt,589,180,607,194,-1,1,68
001443.txt,237,193,487,362,-2,1,8
001443.txt,675,187,758,253,2,1,18
001443.txt,535,181,574,215,-2,1,35
001443.txt,649,182,695,220,2,1,31
001443.txt,636,178,663,202,2,2,51
001444.txt,414,168,496,315,-1,1,8
001445.txt,1052,212,1241,374,3,1,3
001445.txt,766,171,861,232,5,1,19
001445.txt,994,165,1104,257,8,1,14
001445.txt,809,173,890,220,8,1,24
001445.txt,910,169,940,194,20,1,47
001446.txt,576,178,609,208,0,1,40
001446.txt,0,0,344,375,-4,1,5
001446.txt,239,180,360,245,-8,1,20
001446.txt,366,211,444,263,-4,1,15
001446.txt,391,187,487,250,-4,1,18
001446.txt,347,188,418,223,-8,1,27
001446.txt,466,183,519,221,-4,1,29
001446.txt,534,171,557,197,-5,1,64
001446.txt,313,171,382,214,-12,1,35
001447.txt,564,175,617,226,0,1,24
001447.txt,516,177,540,198,-6,2,60
001447.txt,883,167,938,190,18,1,44
001447.txt,921,154,1000,190,18,0,38
001447.txt,1034,142,1188,201,18,0,27
001448.txt,564,169,590,188,-1,0,59
001448.txt,538,170,567,194,-3,0,46
001448.txt,329,170,398,203,-12,1,38
001449.txt,861,156,927,297,3,1,9
001450.txt,0,68,323,306,-9,1,11
001450.txt,230,119,454,233,-9,1,30
001450.txt,824,162,864,232,6,1,18
001451.txt,680,153,777,238,2,1,18
001451.txt,548,175,581,203,-2,1,43
001452.txt,517,161,739,371,0,1,7
001452.txt,333,187,373,208,-18,2,51
001452.txt,424,181,463,202,-12,2,53
001452.txt,948,174,1086,218,15,1,27
001452.txt,164,194,266,227,-19,2,35
